Category,Description,Nutrient Data Bank Number,Data.Household Weights(Gram),Data.Household Weight Description
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,FRIED",5072,25,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,ROASTING,GIBLETS,RAW",5115,25,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,STWD",5056,26,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,STEWING,GIBLETS,RAW",5127,28,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,FLR",5068,29,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,RAW",5100,29,"1 wing, bone removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,BATTER",5101,29,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV",5312,29.33,1 piece
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,RAW",5053,31,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,FRIED",5097,31,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,RSTD",5051,32,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,FLR",5017,33,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,RSTD",5018,34,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,FRIED",5054,35,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,RAW",5071,37,"1 drumstick, bone and skin removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,FLR",5093,38,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,STWD",5095,41,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,RAW",5096,41,"1 thigh, bone and skin removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,BATTER",5067,43,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,STWD",5019,44,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,FLR",5050,44,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,RAW",5066,44,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,RAW",5015,47,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,FRIED",5063,52,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,BATTER",5092,52,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,FRIED",5081,56,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,RAW",5091,57,"1 thigh, bone removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,RAW",5048,59,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,FLR",5059,59,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,FLR",5077,67,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,RAW",5062,71,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,BATTER",5049,72,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV,HTD (MICROWAVE)",5313,74.32,1 serving
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,FLR",5031,78,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,RAW",5080,78,"1 leg, bone and skin removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,RSTD",5032,79,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,BATTER",5058,84,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,GROUND,CRUMBLES,CKD,PAN-BROWNED",5333,85.05,"3 oz, crumbled"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,RAW",5057,87,".5 breast, bone removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,RAW",5039,88,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,STEWING,LT MEAT,MEAT ONLY,RAW",5129,89,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,STWD",5033,90,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,BATTER",5076,95,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,WING,FRZ,GLAZED,BBQ FLAV,HTD (CONVENTIONAL OVEN)",5320,95.96,1 serving
CHICKEN,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,RAW",5117,99,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,RSTD",5037,101,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW",5075,101,"1 leg, bone removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,STEWING,DK MEAT,MEAT ONLY,RAW",5131,105,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,RAW",5043,109,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,FLR",5036,110,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,STWD",5038,110,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,GROUND,RAW",5332,112,"4 oz, crumbled"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER",5030,113,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,ROASTING,DK MEAT,MEAT ONLY,RAW",5119,113,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,BATTER",5016,114,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,CAPONS,GIBLETS,RAW",5137,115,1 giblets
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT & SKN,RAW",5029,116,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,RSTD",5009,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,STWD",5010,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,CKD,FRIED",5012,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RSTD",5013,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD",5014,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,FRIED",5040,140,1 cup
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,RSTD",5041,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,STWD",5042,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,FRIED",5044,140,1 cup
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,RSTD",5045,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,STWD",5046,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,RSTD",5060,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,STWD",5061,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,RSTD",5064,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,STWD",5065,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,RSTD",5069,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,STWD",5070,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,RSTD",5073,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,RSTD",5078,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,STWD",5079,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,RSTD",5082,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,RSTD",5094,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,RSTD",5098,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,STWD",5099,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,RSTD",5103,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,STWD",5104,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,STWD",5108,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,ROASTING,MEAT ONLY,CKD,RSTD",5114,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,CKD,RSTD",5118,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,ROASTING,DK MEAT,MEAT ONLY,CKD,RSTD",5120,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,STEWING,MEAT ONLY,CKD,STWD",5126,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,STEWING,LT MEAT,MEAT ONLY,CKD,STWD",5130,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,STEWING,DK MEAT,MEAT ONLY,CKD,STWD",5132,140,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,CND,MEAT ONLY,W/BROTH",5277,142,"1 can,  (5 oz)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,FRIED",5021,145,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,SIMMRD",5022,145,"1 cup, chopped or dice"
CHICKEN,"CHICKEN,GIZZARD,ALL CLASSES,CKD,SIMMRD",5024,145,"1 cup, chopped or dice"
CHICKEN,"CHICKEN,HEART,ALL CLASSES,CKD,SIMMRD",5026,145,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,ROASTING,GIBLETS,CKD,SIMMRD",5116,145,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,STEWING,GIBLETS,CKD,SIMMRD",5128,145,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,CAPONS,GIBLETS,CKD,SIMMRD",5138,145,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT & SKN,RAW",5034,160,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,STWD",5052,160,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,STWD",5074,160,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,STWD",5083,160,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,STEWING,MEAT & SKN,& GIBLETS & NECK,CKD,STWD",5122,160,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,BATTER",5035,167,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,CORNISH GAME HENS,MEAT&SKN,RAW",5307,168,.5 bird
CHICKEN,"CHICKEN,STEWING,MEAT&SKN,CKD,STWD",5124,178,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR",5008,188,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,STEWING,MEAT ONLY,RAW",5125,194,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW",5011,197,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,CANNED,NO BROTH",5311,205,1 cup
CHICKEN,"CHICKEN,ROASTING,MEAT ONLY,RAW",5113,209,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,ROASTING,MEAT&SKN,CKD,RSTD",5112,210,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,CORNISH GAME HENS,MEAT ONLY,CKD,RSTD",5310,220,"1 bird, whole"
CHICKEN,"CHICKEN,CORNISH GAME HENS,MEAT ONLY,RAW",5309,239,"1 bird, whole"
CHICKEN,"CHICKEN,CORNISH GAME HENS,MEAT&SKN,CKD,RSTD",5308,257,"1 bird, whole"
CHICKEN,"CHICKEN,STEWING,MEAT&SKN,RAW",5123,271,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT & SKN,RAW",5006,276,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER",5007,280,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,ROASTING,MEAT&SKN,RAW",5111,293,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,CAPONS,MEAT&SKN,CKD,RSTD",5136,637,".5 capon, bone removed"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RSTD",5004,682,1 chicken
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,FRIED,FLR",5003,708,1 chicken
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,STWD",5005,751,1 chicken
CHICKEN,"CHICKEN,STEWING,MEAT&SKN,&GIBLETS&NECK,RAW",5121,905,1 chicken
CHICKEN,"CHICKEN,CAPONS,MEAT&SKN,RAW",5135,964,".5 capon, bone removed"
CHICKEN,"CHICKEN,BROILER OR FRYER,MEAT&SKN&GIBLETS&NECK,FRIED,BATTER",5002,1028,1 chicken
CHICKEN,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RAW",5001,1046,1 chicken
CHICKEN,"CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",5110,1072,1 chicken
CHICKEN,"CHICKEN,CAPONS,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",5134,1418,1 capon
CHICKEN,"CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,RAW",5109,1509,1 chicken
CHICKEN,"CHICKEN,CAPONS,MEAT&SKN&GIBLETS&NECK,RAW",5133,2152,1 capon
CHICKPEA,CHICKPEA FLOUR (BESAN),16157,92,1 cup
CHICKPEAS,"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,W/SALT",16353,170,1 cup
CHICKPEAS ,"CHICKPEAS ,MATURE SEEDS,CKD,BLD,WO/SALT",16057,164,1 cup
CHICKPEAS ,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW",16056,200,1 cup
CHICKPEAS ,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,CND",16058,240,1 cup
CHICORY,"CHICORY,WITLOOF,RAW",11151,53,1 head
CHICORY GREENS,"CHICORY GREENS,RAW",11152,29,"1 cup, chopped"
CHICORY ROOTS,"CHICORY ROOTS,RAW",11154,60,1 root
CHILI WITH BEANS,"CHILI WITH BEANS,CANNED",16059,256,1 cup
CHIPS,BANANA CHIPS,19393,72,".5 cup,  (4 fl oz)"
CHIVES,"CHIVES,FREEZE-DRIED",11615,0.2,1 tbsp
CHIVES,"CHIVES,RAW",11156,3,"1 tbsp, chopped"
CHOCOLATE,"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,WO/ ADDED NUTR",14175,21.6,"1 portion,  (2-3 heaping tsp)"
CHOCOLATE,CHOCOLATE SYRUP,14181,38.5,"1 serving, 2 tbsp"
CHOCOLATE,"CHOCOLATE-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",14177,266,"1 cup,  (8 fl oz)"
CHOCOLATE SYRUP,"CHOCOLATE SYRUP,PREP W/ WHL MILK",14182,282,"1 cup,  (8 fl oz)"
CHRYSANTHEMUM,"CHRYSANTHEMUM,GARLAND,RAW",11157,25,"1 cup,  (1"" pieces)"
CHRYSANTHEMUM,"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,WO/SALT",11158,100,"1 cup,  (1"" pieces)"
CHRYSANTHEMUM,"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,W/SALT",11767,100,"1 cup,  (1"" pieces)"
CHRYSANTHEMUM LEAVES,"CHRYSANTHEMUM LEAVES,RAW",11698,51,"1 cup, chopped"
CISCO,"CISCO,SMOKED",15014,28.35,1 oz
CISCO,"CISCO,RAW",15013,79,1 fillet
CLAM,"CLAM,MXD SP,CKD,BREADED&FRIED",15158,85,3 oz
CLAM,"CLAM,MXD SP,CKD,MOIST HEAT",15159,85,3 oz
CLAM,"CLAM,MXD SP,CND,DRND SOL",15160,160,1 cup
CLAM,"CLAM,MIXED SPECIES,RAW",15157,227,"1 cup,  (with liquid and clams)"
CLAM,"CLAM,MXD SP,CND,LIQ",15162,240,1 cup
CLEMENTINES,"CLEMENTINES,RAW",9433,74.05,1 fruit
CLS,"CLS,QKR,INSTOAT,DIN EGSW/ DINBNS,BRNSGRCINN,PRP W/ BOIL H2O",8424,167,"1 packet, prepared"
COCOA,"COCOA,DRY PDR,HI-FAT OR BRKFST,PLN",19858,3.5,1 piece
COCOA,"COCOA,DRY PDR,HI-FAT OR BRKFST,PROC W/ALKALI",19859,5.4,1 tbsp
COCOA,"COCOA,DRY PDR,UNSWTND",19164,41,"1 bar, 1.45 oz"
COCOA,"COCOA,DRY PDR,UNSWTND,PROC W/ALKALI",19165,86,1 cup
COCOA MIX,"COCOA MIX,NO SUGAR ADDED,PDR",14196,19.1,"1 envelope Alba,  (.675 oz)"
COCOA MIX,"COCOA MIX,NESTLE,HOT COCOA MIX RICH CHOC W/ MARSHMALLOWS",14195,20.2,"1 serving, 1 envelope"
COCOA MIX,"COCOA MIX,NESTLE,RICH CHOC HOT COCOA MIX",14197,20.2,"1 serving, 1 envelope"
COCOA MIX,"COCOA MIX,PDR",14192,28.35,"1 serving,  (3 heaping tsp or 1 envelope)"
COCOA MIX,"COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O",14390,192.42,"1 serving, 6 fl oz"
COCOA MIX,"COCOA MIX,PDR,PREP W/ H2O",14194,205.77,"1 serving, 6 fl oz"
COCONUT CREAM,"COCONUT CRM,RAW (LIQ EXPRESSED FROM GRATED MEAT)",12115,240,1 cup
COCONUT MEAT,"COCONUT MEAT,DRIED (DESICCATED),NOT SWTND",12108,28.35,1 oz
COCONUT MEAT,"COCONUT MEAT,DRIED (DESICCATED),TSTD",12114,28.35,1 oz
COCONUT MEAT,"COCONUT MEAT,DRIED (DESICCATED),CRMD",12177,28.35,1 oz
COCONUT MEAT,"COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,CND",12110,77,1 cup
COCONUT MEAT,"COCONUT MEAT,RAW",12104,80,"1 cup, shredded"
COCONUT MEAT,"COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,PACKAGED",12109,84.71,1 cup
COCONUT MEAT,"COCONUT MEAT,DRIED (DESICCATED),SWTND,SHREDDED",12179,93,"1 cup, shredded"
COCONUT MILK,"COCONUT MILK,CND (LIQ EXPRESSED FROM GRATED MEAT&H2O)",12118,226,1 cup
COCONUT MILK,"COCONUT MILK,RAW (LIQ EXPRESSED FROM GRATED MEAT&H2O)",12117,240,1 cup
COCONUT MILK,"COCONUT MILK,FRZ (LIQ EXPRESSED FROM GRATED MEAT&H2O)",12176,240,1 cup
COD,"COD,ATLANTIC,DRIED&SALTED",15018,28.35,1 oz
COD,"COD,PACIFIC,CKD,DRY HEAT",15192,90,1 fillet
COD,"COD,PACIFIC,RAW",15019,116,1 fillet
COD,"COD,ATLANTIC,CKD,DRY HEAT",15016,180,1 fillet
COD,"COD,ATLANTIC,RAW",15015,231,1 fillet
COD,"COD,ATLANTIC,CND,SOL&LIQ",15017,312,1 can
COFFEE,"COFFEE,INST,REG,PDR,HALF THE CAFFEINE",14203,1,1 tsp
COFFEE,"COFFEE,INST,REG,PDR",14214,1,1 tsp
COFFEE,"COFFEE,INST,DECAFFEINATED,PDR",14218,1.8,"1 tsp,  rounded"
COFFEE,"COFFEE,INST,W/CHICORY,PDR",14222,1.8,"1 tsp,  rounded"
COFFEE,"COFFEE,INST,W/SUGAR,MOCHA-FLAVOR,PDR",14224,13,"1 serving, 2 tbsp"
COFFEE,"COFFEE,INST,W/SUGAR,CAPPUCCINO-FLAVOR PDR",14228,13,"4 teaspoon,  (1 serving)"
COFFEE,"COFFEE,INST,W/SUGAR,FRENCH-FLAVOR,PDR",14229,13,"4 teaspoon,  (1 serving)"
COFFEE,"COFFEE,BREWED,ESPRESSO,REST-PREP,DECAFFEINATED",14202,29.6,1 fluid ounce
COFFEE,"COFFEE,BREWED,ESPRESSO,REST-PREP",14210,29.6,1 fluid ounce
COFFEE,"COFFEE,INST,REG,PREP W/H2O",14215,178.92,"1 serving, 6 fl oz"
COFFEE,"COFFEE,INST,DECAFFEINATED,PDR,PREP W/H2O",14219,179.22,"1 serving, 6 fl oz"
COFFEE,"COFFEE,INST,W/ CHICORY,PREP W/ H2O",14223,179.22,"1 serving, 6 fl oz"
COFFEE,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O,DECAFFEINATED",14201,237,"1 cup,  (8 fl oz)"
COFFEE,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O",14209,237,"1 cup,  (8 fl oz)"
COFFEE SUB,"COFFEE SUB,RSTD GRAIN BEV,NAT TOUCH KAFFREE ROMA,PDR",14624,2,"1 tsp, rounded (1 serving)"
COFFEE&COCOA (MOCHA) PDR,"COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED",14204,6.4,"1 tsp, dry"
COFFEECAKE,"COFFEECAKE,CHEESE",18103,28.35,1 oz
COFFEECAKE,"COFFEECAKE,CINN W/CRUMB TOPPING,COMMLY PREP,ENR",18104,28.35,1 oz
COFFEECAKE,"COFFEECAKE,CREME-FILLED W/CHOC FRSTNG",18105,28.35,1 oz
COFFEECAKE,"COFFEECAKE,FRUIT",18106,28.35,1 oz
COFFEECAKE,"COFFEECAKE,CINN W/CRUMB TOPPING,DRY MIX",18107,28.35,1 oz
COFFEECAKE,"COFFEECAKE,CINN W/CRUMB TOPPING,COMMLY PREP,UNENR",18416,45,"1 cup, crumbs"
COLESLAW,"COLESLAW,HOME-PREPARED",11159,8,1 tbsp
COLLARDS,"COLLARDS,RAW",11161,36,"1 cup, chopped"
COLLARDS,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",11164,170,"1 cup, chopped"
COLLARDS,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",11769,170,"1 cup, chopped"
COLLARDS,"COLLARDS,CKD,BLD,DRND,WO/SALT",11162,190,"1 cup, chopped"
COLLARDS,"COLLARDS,CKD,BLD,DRND,W/SALT",11768,190,"1 cup, chopped"
COLLARDS,"COLLARDS,FRZ,CHOPD,UNPREP",11163,284,"1 package,  (10 oz)"
CONCH,"CONCH,BAKED OR BROILED",15250,127,"1 cup, sliced"
COOKIES,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG",18166,11.54,1 cookie
