Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Ash,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Kilocalories,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Manganese,Data.Niacin,Data.Pantothenic Acid,Data.Protein,Data.Refuse Percentage,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Household Weights(Gram),Data.Household Weight Description,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - IU,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
TURKEY,TURKEY YOUNG TOM LT MEAT MEAT ONLY COOKED ROASTED,5266,0,1.05,0,0,0,69,0,0,154,0,0,0.019,6.575,0.693,29.88,26,0,0.131,32.1,0,0.067,66.56,0.51,0.78,0.93,2.92,140,1 cup  chopped or diced,18,0.042,1.36,28,220,308,68,2.1,0,0,0.38,0.55,0,0,0
TURKEY,TURKEY YOUNG TOM DK MEAT MEAT ONLY COOKED ROASTED,5268,0,1.01,0,0,0,88,0,0,185,0,0,0.022,3.563,1.325,28.68,36,0,0.261,40.9,0,0.068,63.07,1.58,2.09,2.34,6.98,140,1 cup  chopped or diced,35,0.164,2.33,23,205,293,82,4.56,0,0,0.38,0.37,0,0,0
TURKEY,TURKEY ALL CLASSES GIBLETS COOKED SIMMRD SOME GIBLET FAT,5172,0,1.18,0,0,0.8,289,157,0,199,0,3,0.159,6.998,2.447,20.89,0,10737,1.503,57.9,0,0.027,65.26,4.954,1.293,3.923,11.86,145,1 cup  chopped or dice,6,0.269,7.71,18,231,270,64,3.12,35790,10737,33.25,0.581,13.7,0.08,0.6
TURKEY,TURKEY ALL CLASSES BREAST MEAT&SKIN RAW,5191,0,0.91,0,0,0,65,0,0,157,0,0,0.018,5.2,0.621,21.89,10,2,0.115,22.4,0,0.058,70.05,2.66,1.66,1.91,7.02,146,1 unit   (yield from 1 lb ready-to-cook turkey),13,0.074,1.2,24,186,275,59,1.57,6,2,0.42,0.48,0,0,0
TURKEY,TURKEY YOUNG HEN LT MEAT MEAT ONLY RAW,5241,0,1,0,0,0,58,0,0,116,0,0,0.022,5.631,0.69,23.64,30,0,0.131,24.4,0,0.06,73.57,0.29,0.44,0.53,1.66,147,1 unit   (yield from 1 lb ready-to-cook turkey),12,0.082,1.38,27,199,299,60,1.59,0,0,0.45,0.56,0,0,0
TURKEY,TURKEY ALL CLASSES LT MEAT RAW,5185,0,1,0,0,0,60,0,0,115,0,0,0.019,5.844,0.688,23.56,29,0,0.122,24.4,0,0.064,73.82,0.27,0.42,0.5,1.56,150,1 unit   (yield from 1 lb ready-to-cook turkey),12,0.075,1.19,27,204,305,63,1.62,0,0,0.45,0.56,0,0,0
TURKEY,TURKEY FRYER-ROASTERS DK MEAT MEAT&SKIN RAW,5207,0,0.84,0,0,0,87,0,0,129,0,0,0.023,2.838,1.09,20.06,30,1,0.189,27.3,0,0.046,74.56,1.55,1.27,1.43,4.79,151,1 unit   (yield from 1 lb ready-to-cook turkey),14,0.16,1.62,20,163,232,66,2.55,3,1,0.4,0.34,0,0,0
TURKEY,TURKEY ALL CLASSES DK MEAT MEAT&SKIN RAW,5183,0,0.86,0,0,0,72,0,0,160,0,0,0.021,2.855,1.033,18.92,26,2,0.202,26.4,0,0.073,71.13,3,2.28,2.58,8.8,152,1 unit   (yield from 1 lb ready-to-cook turkey),17,0.137,1.69,20,170,261,71,2.95,5,2,0.38,0.32,0,0,0
TURKEY,TURKEY YOUNG HEN DK MEAT MEAT&SKIN RAW,5239,0,0.87,0,0,0,65,0,0,172,0,0,0.023,2.599,1.02,18.65,27,1,0.199,26.1,0,0.068,69.92,3.53,2.64,2.99,10.25,152,1 unit   (yield from 1 lb ready-to-cook turkey),18,0.141,1.83,20,170,259,67,2.83,4,1,0.38,0.32,0,0,0
TURKEY,TURKEY YOUNG TOM DK MEAT MEAT&SKIN RAW,5263,0,0.86,0,0,0,77,0,0,152,0,0,0.019,3.087,1.039,19.05,24,2,0.205,26.6,0,0.08,71.88,2.66,2.06,2.32,7.89,152,1 unit   (yield from 1 lb ready-to-cook turkey),17,0.131,1.57,20,172,265,75,3.11,6,2,0.38,0.33,0,0,0
TURKEY,TURKEY YOUNG TOM LT MEAT MEAT ONLY RAW,5265,0,1,0,0,0,62,0,0,114,0,0,0.017,6.036,0.684,23.43,29,0,0.114,24.4,0,0.07,73.96,0.28,0.42,0.5,1.57,154,1 unit   (yield from 1 lb ready-to-cook turkey),12,0.064,1.01,27,209,314,67,1.67,0,0,0.45,0.55,0,0,0
TURKEY,TURKEY YOUNG TOM BREAST MEAT&SKIN RAW,5271,0,0.91,0,0,0,67,0,0,151,0,0,0.016,5.391,0.623,21.96,9,2,0.109,22,0,0.063,70.68,2.36,1.5,1.73,6.34,155,1 unit   (yield from 1 lb ready-to-cook turkey),13,0.065,1.04,24,191,282,63,1.61,7,2,0.42,0.48,0,0,0
TURKEY,TURKEY FRYER-ROASTERS LT MEAT MEAT&SKIN RAW,5205,0,0.9,0,0,0,76,0,0,133,0,0,0.019,5.178,0.651,23.09,19,2,0.115,23,0,0.036,72.49,1.52,0.89,1.02,3.81,159,1 unit   (yield from 1 lb ready-to-cook turkey),12,0.12,1.23,24,182,253,50,1.42,5,2,0.44,0.5,0,0,0
TURKEY,TURKEY YOUNG HEN LT MEAT MEAT&SKIN RAW,5237,0,0.9,0,0,0,62,0,0,165,0,0,0.021,4.938,0.616,21.51,16,2,0.123,22.3,0,0.053,69.13,3.1,1.91,2.19,8.1,175,1 unit   (yield from 1 lb ready-to-cook turkey),13,0.081,1.41,24,180,267,55,1.54,5,2,0.42,0.48,0,0,0
TURKEY,TURKEY ALL CLASSES LT MEAT MEAT&SKIN RAW,5181,0,0.9,0,0,0,65,0,0,159,0,0,0.018,5.137,0.615,21.64,15,2,0.115,22.4,0,0.056,69.83,2.81,1.73,2,7.36,180,1 unit   (yield from 1 lb ready-to-cook turkey),13,0.075,1.21,24,184,271,59,1.57,6,2,0.42,0.48,0,0,0
TURKEY,TURKEY FRYER-ROASTERS BACK MEAT&SKIN RAW,5213,0,0.76,0,0,0,86,0,0,151,0,0,0.018,3.257,1.032,19.89,41,2,0.161,26.4,0,0.042,72.47,2.5,1.88,2.12,7.27,183,.5 back  bone removed,19,0.137,1.4,19,155,204,60,1.92,6,2,0.39,0.32,0,0,0
TURKEY,TURKEY YOUNG TOM LT MEAT MEAT&SKIN RAW,5261,0,0.9,0,0,0,67,0,0,156,0,0,0.016,5.302,0.612,21.63,14,2,0.108,22.4,0,0.061,70.2,2.68,1.66,1.91,7.04,185,1 unit   (yield from 1 lb ready-to-cook turkey),13,0.065,1.04,24,188,277,63,1.6,8,2,0.42,0.47,0,0,0
TURKEY,TURKEY YOUNG HEN BACK MEAT&SKIN COOKED ROASTED,5246,0,0.94,0,0,0,85,0,0,254,0,0,0.023,3.554,1.035,26.41,41,0,0.213,34.3,0,0.051,56.91,5.45,4.01,4.54,15.64,217,.5 back  bone removed,31,0.133,2.22,23,189,263,69,3.89,0,0,0.33,0.29,0,0,0
TURKEY,TURKEY FRYER-ROASTERS MEAT&SKIN COOKED ROASTED,5200,0,0.99,0,0,0,105,70,0,172,0,0,0.024,4.922,0.903,28.26,25,0,0.183,33.8,0,0.043,65.76,1.96,1.45,1.65,5.72,229,1 unit   (yield from 1 lb ready-to-cook turkey),22,0.146,1.95,25,198,250,66,2.89,0,0,0.37,0.42,0,0.35,0.8
TURKEY,TURKEY YOUNG TOM MEAT&SKIN COOKED ROASTED,5256,0,0.99,0,0,0,82,0,0,202,0,0,0.02,4.9,0.879,28.09,20,0,0.183,34.5,0,0.062,61.92,2.98,2.31,2.64,9.06,239,1 unit   (yield from 1 lb ready-to-cook turkey),27,0.094,1.78,25,203,282,72,3.02,0,0,0.36,0.42,0,0,0
TURKEY,TURKEY YOUNG HEN MEAT&SKIN COOKED ROASTED,5232,0,1.02,0,0,0,78,0,0,218,0,0,0.022,5.307,0.831,28.09,20,0,0.17,31.4,0,0.053,61.04,3.54,2.78,3.18,10.88,243,1 unit   (yield from 1 lb ready-to-cook turkey),26,0.086,1.78,25,203,282,64,2.9,0,0,0.34,0.4,0,0,0
TURKEY,TURKEY FRYER-ROASTERS MEAT&SKIN&GIBLETS&NECK COOKED ROASTED,5198,0,0.97,0,0,0.04,118,0,0,171,0,0,0.031,4.78,0.999,28.08,25,67,0.216,34.2,0,0.042,65.95,1.89,1.44,1.64,5.64,251,1 unit   (yield from 1 lb ready-to-cook turkey),23,0.161,2.22,24,196,242,65,3.09,224,67,1.32,0.4,0.1,0,0
TURKEY,TURKEY YOUNG TOM MEAT&SKIN&GIBLETS&NECK COOKED ROASTED,5254,0,0.97,0,0,0.1,96,0,0,199,0,0,0.026,4.759,0.972,27.97,21,86,0.211,32.9,0,0.061,62.18,2.86,2.26,2.58,8.81,258,1 unit   (yield from 1 lb ready-to-cook turkey),26,0.105,2,24,201,276,72,3.24,285,86,1.27,0.41,0.1,0,0
TURKEY,TURKEY ALL CLASSES MEAT&SKIN&GIBLETS&NECK COOKED ROASTED,5164,0,0.98,0,0,0.07,95,0,0,205,0,0,0.027,4.939,0.955,27.98,21,69,0.206,31.9,0,0.056,62,3.05,2.42,2.77,9.45,260,1 unit   (yield from 1 lb ready-to-cook turkey),26,0.107,2.01,24,200,272,67,3.15,230,69,1.28,0.4,0.1,0,0
TURKEY,TURKEY YOUNG HEN MEAT&SKIN&GIBLETS&NECK COOKED ROASTED,5230,0,0.99,0,0,0.07,94,0,0,215,0,0,0.028,5.147,0.931,28,20,56,0.197,29,0,0.052,61.34,3.39,2.7,3.1,10.55,263,1 unit   (yield from 1 lb ready-to-cook turkey),26,0.101,1.97,24,199,272,63,3.05,185,56,1.28,0.39,0.1,0,0
TURKEY,TURKEY FRYER-ROASTERS MEAT ONLY RAW,5201,0,0.93,0,0,0,73,0,0,110,0,0,0.022,4.357,0.939,22.32,34,0,0.159,26.5,0,0.044,75.42,0.35,0.47,0.53,1.58,272,1 unit   (yield from 1 lb ready-to-cook turkey),12,0.14,1.44,24,184,260,61,2.03,0,0,0.44,0.47,0,0,0
TURKEY,TURKEY YOUNG HEN MEAT ONLY RAW,5233,0,0.97,0,0,0,60,0,0,122,0,0,0.023,4.307,0.909,21.76,34,0,0.172,26.5,0,0.068,73.77,0.68,0.92,1.05,3.18,276,1 unit   (yield from 1 lb ready-to-cook turkey),15,0.115,1.62,25,193,293,66,2.3,0,0,0.43,0.47,0,0,0
TURKEY,TURKEY ALL CLASSES MEAT ONLY RAW,5167,0,0.97,0,0,0,65,70,0,119,0,0,0.021,4.544,0.907,21.77,33,0,0.168,26.5,0,0.072,74.16,0.61,0.83,0.95,2.86,281,1 unit   (yield from 1 lb ready-to-cook turkey),14,0.109,1.45,25,195,296,70,2.37,0,0,0.43,0.47,0,0.35,2.7
TURKEY,TURKEY YOUNG TOM MEAT ONLY RAW,5257,0,0.97,0,0,0,68,0,0,117,0,0,0.019,4.768,0.902,21.72,31,0,0.165,26.5,0,0.079,74.38,0.57,0.78,0.89,2.7,286,1 unit   (yield from 1 lb ready-to-cook turkey),14,0.1,1.3,24,198,302,73,2.46,0,0,0.43,0.47,0,0,0
TURKEY,TURKEY YOUNG HEN BACK MEAT&SKIN RAW,5245,0,0.78,0,0,0,68,0,0,218,0,0,0.021,2.369,0.871,17.51,43,2,0.177,24,0,0.058,65.61,6.12,3.89,4.41,15.93,298,.5 back  bone removed,18,0.13,1.78,18,153,231,61,2.53,8,2,0.35,0.27,0,0,0
TURKEY,TURKEY FRYER-ROASTERS MEAT&SKIN RAW,5199,0,0.9,0,0,0,81,0,0,134,0,0,0.021,4.039,0.865,22.37,25,1,0.151,24.8,0,0.041,72.74,1.52,1.06,1.21,4.25,310,1 unit   (yield from 1 lb ready-to-cook turkey),13,0.139,1.42,22,173,243,58,1.97,4,1,0.42,0.43,0,0,0
TURKEY,TURKEY YOUNG HEN MEAT&SKIN RAW,5231,0,0.88,0,0,0,63,0,0,168,0,0,0.022,3.849,0.804,20.18,22,1,0.158,24.2,0,0.06,69.5,3.3,2.25,2.56,9.09,327,1 unit   (yield from 1 lb ready-to-cook turkey),15,0.109,1.6,22,175,263,61,2.14,4,1,0.4,0.41,0,0,0
TURKEY,TURKEY ALL CLASSES MEAT&SKIN RAW,5165,0,0.88,0,0,0,68,68,0,160,0,0,0.02,4.085,0.807,20.42,21,2,0.155,24.4,0,0.064,70.4,2.9,1.98,2.26,8.02,332,1 unit   (yield from 1 lb ready-to-cook turkey),15,0.103,1.43,22,178,266,65,2.2,6,2,0.4,0.41,0,0.35,3.1
TURKEY,TURKEY YOUNG TOM MEAT&SKIN RAW,5255,0,0.88,0,0,0,72,0,0,154,0,0,0.017,4.295,0.805,20.45,19,2,0.152,24.5,0,0.07,70.96,2.68,1.84,2.1,7.43,338,1 unit   (yield from 1 lb ready-to-cook turkey),15,0.095,1.28,22,180,271,68,2.28,7,2,0.4,0.41,0,0,0
TURKEY,TURKEY ALL CLASSES BACK MEAT&SKIN RAW,5189,0,0.79,0,0,0,74,0,0,196,0,0,0.02,2.682,0.917,18.11,40,3,0.183,26.4,0,0.065,67.78,4.94,3.23,3.66,13.11,361,.5 back  bone removed,17,0.127,1.63,18,157,236,66,2.67,10,3,0.36,0.29,0,0,0
TURKEY,TURKEY YOUNG TOM BACK MEAT&SKIN COOKED ROASTED,5270,0,0.94,0,0,0,94,0,0,238,0,0,0.022,3.336,1.103,26.8,40,0,0.238,38,0,0.058,58.33,4.73,3.51,3.97,13.65,380,.5 back  bone removed,35,0.147,2.21,22,191,264,77,4.01,0,0,0.35,0.31,0,0,0
TURKEY,TURKEY YOUNG TOM BACK MEAT&SKIN RAW,5269,0,0.8,0,0,0,79,0,0,179,0,0,0.018,2.91,0.948,18.47,38,3,0.191,25.5,0,0.073,69.29,4.12,2.78,3.14,11.14,524,.5 back  bone removed,17,0.124,1.53,18,161,245,71,2.89,11,3,0.37,0.3,0,0,0
TURKEY,TURKEY YOUNG TOM LEG MEAT&SKIN COOKED ROASTED,5274,0,0.98,0,0,0,90,0,0,206,0,0,0.022,3.473,1.237,27.93,19,0,0.252,41.1,0,0.064,61.18,2.83,2.66,2.99,9.63,805,1 leg  bone removed (yield after cooking),35,0.157,2.28,23,200,281,80,4.34,0,0,0.37,0.34,0,0,0
TURKEY,TURKEY FRYER-ROASTERS MEAT&SKIN&GIBLETS&NECK RAW,5197,0,0.92,0,0,0.05,92,0,0,133,0,0,0.03,4.085,1.03,22.15,25,119,0.215,24.6,0,0.043,72.9,1.47,1.07,1.22,4.25,2410,1 turkey,13,0.152,1.75,22,175,246,61,2.09,395,119,1.85,0.42,0.2,0,0
TURKEY,TURKEY YOUNG HEN MEAT&SKIN&GIBLETS&NECK RAW,5229,0,0.9,0,0,0.11,73,0,0,166,0,0,0.029,3.956,0.958,20.15,22,120,0.208,23.2,0,0.061,69.74,3.13,2.18,2.49,8.78,4457,1 turkey,16,0.119,1.89,22,178,267,63,2.23,400,120,1.7,0.4,0.2,0,0
TURKEY,TURKEY ALL CLASSES MEAT&SKIN&GIBLETS&NECK RAW,5163,0,0.9,0,0,0.08,78,0,0,157,0,0,0.026,4.148,0.953,20.37,21,102,0.203,23.3,0,0.065,70.61,2.76,1.93,2.2,7.77,5554,1 turkey,15,0.114,1.69,22,180,269,67,2.31,341,102,1.62,0.41,0.2,0,0
TURKEY,TURKEY YOUNG TOM MEAT&SKIN&GIBLETS&NECK RAW,5253,0,0.89,0,0,0.08,81,0,0,152,0,0,0.022,4.334,0.943,20.39,20,87,0.193,23.3,0,0.071,71.14,2.55,1.79,2.05,7.21,8399,1 turkey,15,0.106,1.5,22,182,274,70,2.39,289,87,1.55,0.41,0.2,0,0
TURNIP GREENS,TURNIP GREENS RAW,11568,0,1.4,6952,0,7.13,0,0,3.200000048,32,12825,0,0.466,0.6,0.38,1.5,30,0,0.1,1.2,0.810000002,0.07,89.67,0.02,0.12,0.07,0.3,55,1 cup  chopped,190,0.35,1.1,31,42,296,40,0.19,11587,579,0,0.263,60,2.86,251
TURNIP GRNS,TURNIP GRNS FROZEN UNPREP,11574,0,0.62,0,0,3.67,0,0,2.5,22,0,0,0.369,0.383,0.14,2.47,0,0,0.091,0.9,0,0.044,92.93,0.02,0.125,0.073,0.31,82,.5 cup  chopped or diced,118,0.057,1.51,27,27,184,12,0.17,6184,309,0,0.1,26.8,0,0
TURNIP GRNS,TURNIP GRNS CANNED SOL&LIQUIDS,11570,0,1.23,0,0,2.42,0,0,1.700000048,14,0,0,0.277,0.362,0.04,1.36,0,0,0.063,0.7,0,0.012,94.69,0.02,0.12,0.07,0.3,117,.5 cup,118,0.083,1.51,20,21,141,277,0.23,3586,179,0,0.037,15.5,0,0
TURNIP GRNS,TURNIP GRNS COOKED BOILED DRND WITHOUT SALT,11569,0,1.07,4575,0,4.36,0,0,3.5,20,8440,0,0.337,0.411,0.274,1.14,0,0,0.072,0.9,0.529999971,0.045,93.2,0.015,0.091,0.053,0.23,144,1 cup  chopped,137,0.253,0.8,22,29,203,29,0.14,7625,381,0,0.18,27.4,1.88,367.6
TURNIP GRNS,TURNIP GRNS FROZEN COOKED BOILED DRND WITHOUT SALT,11575,0,0.85,6459,0,4.98,0,0,3.400000095,29,11915,0,0.475,0.468,0.069,3.35,0,0,0.074,1.2,0.75,0.054,90.4,0.028,0.17,0.099,0.42,164,1 cup,152,0.15,1.94,26,34,224,15,0.41,10765,538,0,0.067,21.8,2.66,518.9
TURNIP GRNS&TURNIPS,TURNIP GRNS&TURNIPS FROZEN COOKED BOILED DRND WITHOUT SALT,11577,0,0.74,5167,0,4.85,0,2,3.099999905,35,9532,0,0.4,0.486,0.083,2.99,0,0,0.065,1.1,1.070000052,0.05,91.04,0.024,0.16,0.085,0.38,163,1 cup,128,0.133,1.75,24,32,216,19,0.37,8612,431,0,0.067,18.2,2.13,415.1
TURNIP GRNS&TURNIPS,TURNIP GRNS&TURNIPS FROZEN UNPREP,11576,0,0.83,0,0,3.4,0,0,2.400000095,21,0,0,0.22,0.388,0.123,2.46,0,0,0.088,0.9,0,0.044,93.13,0.012,0.088,0.032,0.19,284,1 package   (10 oz),114,0.051,1.63,18,24,82,18,0.16,6108,305,0,0.074,25.8,0,0
TURNIPS,TURNIPS RAW,11564,0,0.7,0,0,6.43,0,11,1.799999952,28,0,0,0.134,0.4,0.2,0.9,19,0,0.03,0.7,3.799999952,0.04,91.87,0.006,0.053,0.011,0.1,130,1 cup  cubes,30,0.085,0.3,11,27,191,67,0.27,0,0,0,0.09,21,0.03,0.1
TURNIPS,TURNIPS COOKED BOILED DRND WITHOUT SALT,11565,0,0.55,0,0,5.06,0,9,2,22,0,0,0.071,0.299,0.142,0.71,0,0,0.023,0.2,2.99000001,0.027,93.6,0.005,0.042,0.008,0.08,156,1 cup  cubes,33,0.002,0.18,9,26,177,16,0.12,0,0,0,0.067,11.6,0.02,0.1
TURNIPS,TURNIPS FROZEN COOKED BOILED DRND WITHOUT SALT,11567,0,0.28,0,0,4.35,0,9,2,23,0,0,0.1,0.56,0.141,1.53,0,0,0.028,0.6,2.349999905,0.035,93.6,0.015,0.125,0.025,0.24,156,1 cup,32,0.063,0.98,14,26,182,36,0.2,0,0,0,0.067,3.9,0.02,0.1
TURNIPS,TURNIPS COOKED BOILED DRND WITH SALT,11889,0,0.55,0,0,5.06,0,9,2,22,0,0,0.1,0.299,0.142,0.71,0,0,0.023,0.6,2.99000001,0.027,93.6,0.005,0.042,0.008,0.08,156,1 cup  cubes,22,0.064,0.22,8,19,135,286,0.2,0,0,0,0.067,11.6,0.02,0.1
TURNIPS,TURNIPS FROZEN COOKED BOILED DRND WITH SALT,11890,0,0.87,0,0,3.76,0,9,2,21,0,0,0.1,0.56,0.141,1.53,0,0,0.028,0.6,1.75999999,0.035,93.6,0.015,0.125,0.025,0.24,156,1 cup,32,0.063,0.98,14,26,182,272,0.2,0,0,0,0.067,3.9,0.02,0.1
TURNIPS,TURNIPS FROZEN UNPREPARED,11566,0,0.19,0,0,2.94,0,0,1.799999952,16,0,0,0.071,0.4,0.106,1.04,0,0,0.02,0.4,0,0.03,95.67,0.01,0.085,0.017,0.16,284,1 package  mashed (10 oz),23,0.045,0.7,10,20,137,25,0.14,26,1,0,0.048,4.4,0,0
VANILLA EXTRACT,VANILLA EXTRACT IMITN ALCOHOL,2051,0,0.22,0,0,2.41,0,0,0,237,0,0,0.482,0.318,0.026,0.05,0,0,0.071,0,0,0.008,64.46,0,0,0,0,13,1 tbsp,0,0.023,0.13,5,22,98,4,0.06,0,0,0,0.019,0,0,0
VANILLA EXTRACT,VANILLA EXTRACT IMITN NO ALCOHOL,2052,0,0,0,0,14.4,0,0,0,56,0,0,0.001,0.129,0.011,0.03,0,0,0.029,0,14.39999962,0.003,85.58,0,0,0,0,13,1 tbsp,3,0.003,0.05,1,0,0,3,0.01,0,0,0,0.008,0,0,0
VEAL,VEAL COMP OF RTL CUTS LN&FAT RAW,17088,0,1.04,0,0,0,82,0,0,144,0,0,0.028,7.5,1.31,19.35,31,0,0.27,8.4,0,0.08,72.84,2.57,0.48,2.79,6.77,28.35,1 oz,15,0.109,0.83,24,203,315,82,3.06,0,0,1.34,0.41,0,0.26,0
VEAL,VEAL COMP OF RTL CUTS LN RAW,17090,0,1.08,0,0,0,83,0,0,112,0,0,0.029,7.83,1.37,20.2,35,0,0.28,8.6,0,0.08,75.91,0.92,0.3,0.86,2.87,28.35,1 oz,15,0.113,0.85,25,211,328,86,3.23,0,0,1.4,0.43,0,0.26,0
VEAL,VEAL COMP OF RTL CUTS FAT RAW,17092,0,0.43,0,0,0,73,0,0,638,0,0,0.01,2.37,0.42,6.02,0,0,0.08,5.5,0,0.02,24.77,28.44,3.28,32.92,67.83,28.35,1 oz,7,0.039,0.6,5,73,107,26,0.54,0,0,0.43,0.15,0,0.31,0
VEAL,VEAL LEG (TOP RND) LN&FAT RAW,17094,0,1.12,0,0,0,78,90,0,117,0,0,0.029,9.42,1.07,20.98,0,0,0.27,9,0,0.08,74.8,1.12,0.24,1.18,3.08,28.35,1 oz,5,0.108,0.79,26,220,367,63,2.3,0,0,1.04,0.46,0,0.3,3.9
VEAL,VEAL LEG (TOP RND) LN RAW,17099,0,1.14,0,0,0,78,0,0,107,0,0,0.029,9.56,1.09,21.28,2,0,0.28,9.1,0,0.08,75.82,0.56,0.18,0.53,1.76,28.35,1 oz,5,0.11,0.8,27,223,372,64,2.34,0,0,1.05,0.47,0,0.29,0
VEAL,VEAL LOIN LN&FAT RAW,17104,0,1.03,0,0,0,79,83,0,163,0,0,0.027,8.48,1.3,18.89,36,0,0.24,8.5,0,0.07,70.38,3.54,0.61,3.88,9.14,28.35,1 oz,16,0.094,0.73,23,199,304,85,2.32,0,0,1.11,0.53,0,0.26,5.5
VEAL,VEAL LOIN LN RAW,17107,0,1.09,0,0,0,80,0,0,116,0,0,0.029,9.08,1.39,20.17,42,0,0.26,8.8,0,0.07,74.89,1.07,0.34,1.01,3.34,28.35,1 oz,17,0.1,0.75,25,211,324,91,2.49,0,0,1.18,0.56,0,0.26,0
VEAL,VEAL RIB LN&FAT RAW,17110,0,0.97,0,0,0,82,0,0,162,0,0,0.027,6.68,1.13,18.86,35,0,0.23,8.2,0,0.07,71.15,3.43,0.63,3.71,9.01,28.35,1 oz,13,0.102,0.86,22,184,290,89,3.24,0,0,1.29,0.42,0,0.21,0
VEAL,VEAL RIB LN RAW,17113,0,1.02,0,0,0,83,0,0,120,0,0,0.029,7.05,1.19,19.97,40,0,0.24,8.5,0,0.07,75.18,1.25,0.4,1.17,3.89,28.35,1 oz,14,0.108,0.88,23,194,306,95,3.47,0,0,1.36,0.44,0,0.21,0
VEAL,VEAL SHLDR WHL (ARM&BOILED) LN&FAT RAW,17116,0,1.05,0,0,0,87,81,0,130,0,0,0.028,6.19,1.42,19.27,28,0,0.29,8.1,0,0.09,74.78,1.94,0.41,2.05,5.28,28.35,1 oz,22,0.119,0.91,23,203,302,91,3.93,0,0,1.67,0.39,0,0.27,4.6
VEAL,VEAL SHLDR WHL (ARM&BOILED) LN RAW,17119,0,1.07,0,0,0,86,0,0,112,0,0,0.029,6.15,1.45,19.79,31,0,0.29,8.3,0,0.09,76.58,0.96,0.31,0.9,3,28.35,1 oz,22,0.121,0.9,24,208,311,92,4.06,0,0,1.68,0.4,0,0.26,0
VEAL,VEAL SHLDR ARM LN&FAT RAW,17122,0,1.08,0,0,0,82,83,0,132,0,0,0.028,7.63,1.26,19.34,21,0,0.27,8.4,0,0.08,74.05,2.08,0.38,2.26,5.44,28.35,1 oz,21,0.12,1,25,208,327,83,3.2,0,0,1.37,0.44,0,0.27,4.6
VEAL,VEAL SHLDR ARM LN RAW,17125,0,1.12,0,0,0,83,0,0,105,0,0,0.029,7.91,1.3,20.04,25,0,0.28,8.6,0,0.08,76.64,0.69,0.22,0.65,2.16,28.35,1 oz,22,0.124,1.02,26,215,339,86,3.34,0,0,1.42,0.46,0,0.27,0
VEAL,VEAL SHLDR BLADE LN&FAT RAW,17128,0,1.04,0,0,0,90,0,0,129,0,0,0.028,5.45,1.51,19.23,32,0,0.3,8.1,0,0.09,75.15,1.87,0.42,1.94,5.2,28.35,1 oz,23,0.118,0.87,23,200,289,95,4.31,0,0,1.82,0.37,0,0.28,0
VEAL,VEAL SHLDR BLADE LN RAW,17131,0,1.06,0,0,0,90,0,0,113,0,0,0.029,5.55,1.54,19.64,34,0,0.31,8.1,0,0.09,76.71,1.05,0.34,0.98,3.26,28.35,1 oz,23,0.121,0.88,23,204,295,97,4.42,0,0,1.86,0.37,0,0.27,0
VEAL,VEAL SIRLOIN LN&FAT RAW,17134,0,1.04,0,0,0,78,82,0,152,0,0,0.027,8.44,1.36,19.07,25,0,0.3,8.5,0,0.08,71.85,3.04,0.51,3.35,7.81,28.35,1 oz,11,0.11,0.78,24,209,329,76,2.55,0,0,1.27,0.49,0,0.25,4.6
VEAL,VEAL SIRLOIN LN RAW,17137,0,1.09,0,0,0,79,0,0,110,0,0,0.029,8.97,1.45,20.2,31,0,0.31,8.7,0,0.08,75.94,0.83,0.27,0.78,2.59,28.35,1 oz,11,0.116,0.8,26,220,348,80,2.73,0,0,1.34,0.52,0,0.25,0
VEAL,VEAL CUBED FOR STEW (LEG&SHLDR) LN RAW,17140,0,1.1,0,0,0,84,0,0,109,0,0,0.029,7.4,1.25,20.27,0,0,0.29,8.8,0,0.09,76.39,0.8,0.26,0.75,2.5,28.35,1 oz,17,0.118,0.88,25,213,331,83,3.48,0,0,1.49,0.45,0,0.27,0
VEAL,VEAL GROUND RAW,17142,0,1.04,0,0,0,82,0,0,144,0,0,0.028,7.5,1.31,19.35,0,0,0.27,8.1,0,0.08,72.84,2.57,0.48,2.79,6.77,28.35,1 oz,15,0.109,0.83,24,203,315,82,3.06,0,0,1.34,0.41,0,0.26,0
